,totals
2065,394761965
2066,4428194678
2067,4822956643
2068,1344941817
2069,5720239179
2070,7065180996
2071,202863608
2072,907573553
2073,1110437161
2074,92915692
2075,303510729
2076,396426421
2077,967397937
2078,53
2079,2235897
2080,5961708
2081,394761965
2082,4428194678
2083,4822956643
2084,1344941817
2085,5720239179
2086,7065180996
2087,202863608
2088,907573553
2089,1110437161
2090,92915692
2091,303510729
2092,396426421
2093,967397937
2094,53
2095,2235897
2096,5961708
2097,394761965
2098,4428194678
2099,4822956643
2100,1344941817
2101,5720239179
2102,7065180996
2103,202863608
2104,907573553
2105,1110437161
2106,92915692
2107,303510729
2108,396426421
2109,967397937
2110,53
2111,2235897
2112,5961708
2113,394761965
2114,4428194678
2115,4822956643
2116,1344941817
2117,5720239179
2118,7065180996
2119,202863608
2120,907573553
2121,1110437161
2122,92915692
2123,303510729
2124,396426421
2125,967397937
2126,53
2127,2235897
2128,5961708
2129,394761965
2130,4428194678
2131,4822956643
2132,1344941817
2133,5720239179
2134,7065180996
2135,202863608
2136,907573553
2137,1110437161
2138,92915692
2139,303510729
2140,396426421
2141,967397937
2142,53
2143,2235897
2144,5961708
2145,394761965
2146,4428194678
2147,4822956643
2148,1344941817
2149,5720239179
2150,7065180996
2151,202863608
2152,907573553
2153,1110437161
2154,92915692
2155,303510729
2156,396426421
2157,967397937
2158,53
2159,2235897
2160,5961708
2161,394761965
2162,4428194678
2163,4822956643
2164,1344941817
2165,5720239179
2166,7065180996
2167,202863608
2168,907573553
2169,1110437161
2170,92915692
2171,303510729
2172,396426421
2173,967397937
2174,53
2175,2235897
2176,5961708
2177,394761965
2178,4428194678
2179,4822956643
2180,1344941817
2181,5720239179
2182,7065180996
2183,202863608
2184,907573553
2185,1110437161
2186,92915692
2187,303510729
2188,396426421
2189,967397937
2190,53
2191,2235897
2192,5961708
2193,394761965
2194,4428194678
2195,4822956643
2196,1344941817
2197,5720239179
2198,7065180996
2199,202863608
2200,907573553
2201,1110437161
2202,92915692
2203,303510729
2204,396426421
2205,967397937
2206,53
2207,2235897
2208,5961708
2209,394761965
2210,4428194678
2211,4822956643
2212,1344941817
2213,5720239179
2214,7065180996
2215,202863608
2216,907573553
2217,1110437161
2218,92915692
2219,303510729
2220,396426421
2221,967397937
2222,53
2223,2235897
2224,5961708
2225,394761965
2226,4428194678
2227,4822956643
2228,1344941817
2229,5720239179
2230,7065180996
2231,202863608
2232,907573553
2233,1110437161
2234,92915692
2235,303510729
2236,396426421
2237,967397937
2238,53
2239,2235897
2240,5961708
2241,394761965
2242,4428194678
2243,4822956643
2244,1344941817
2245,5720239179
2246,7065180996
2247,202863608
2248,907573553
2249,1110437161
2250,92915692
2251,303510729
2252,396426421
2253,967397937
2254,53
2255,2235897
2256,5961708
2257,394761965
2258,4428194678
2259,4822956643
2260,1344941817
2261,5720239179
2262,7065180996
2263,202863608
2264,907573553
2265,1110437161
2266,92915692
2267,303510729
2268,396426421
2269,967397937
2270,53
2271,2235897
2272,5961708
2273,394761965
2274,4428194678
2275,4822956643
2276,1344941817
2277,5720239179
2278,7065180996
2279,202863608
2280,907573553
2281,1110437161
2282,92915692
2283,303510729
2284,396426421
2285,967397937
2286,53
2287,2235897
2288,5961708
2289,394761965
2290,4428194678
2291,4822956643
2292,1344941817
2293,5720239179
2294,7065180996
2295,202863608
2296,907573553
2297,1110437161
2298,92915692
2299,303510729
2300,396426421
2301,967397937
2302,53
2303,2235897
2304,5961708
2305,394761965
2306,4428194678
2307,4822956643
2308,1344941817
2309,5720239179
2310,7065180996
2311,202863608
2312,907573553
2313,1110437161
2314,92915692
2315,303510729
2316,396426421
2317,967397937
2318,53
2319,2235897
2320,5961708
2321,394761965
2322,4428194678
2323,4822956643
2324,1344941817
2325,5720239179
2326,7065180996
2327,202863608
2328,907573553
2329,1110437161
2330,92915692
2331,303510729
2332,396426421
2333,967397937
2334,53
2335,2235897
2336,5961708
2337,394761965
2338,4428194678
2339,4822956643
2340,1344941817
2341,5720239179
2342,7065180996
2343,202863608
2344,907573553
2345,1110437161
2346,92915692
2347,303510729
2348,396426421
2349,967397937
2350,53
2351,2235897
2352,5961708
2353,394761965
2354,4428194678
2355,4822956643
2356,1344941817
2357,5720239179
2358,7065180996
2359,202863608
2360,907573553
2361,1110437161
2362,92915692
2363,303510729
2364,396426421
2365,967397937
2366,53
2367,2235897
2368,5961708
2369,394761965
2370,4428194678
2371,4822956643
2372,1344941817
2373,5720239179
2374,7065180996
2375,202863608
2376,907573553
2377,1110437161
2378,92915692
2379,303510729
2380,396426421
2381,967397937
2382,53
2383,2235897
2384,5961708
2385,394761965
2386,4428194678
2387,4822956643
2388,1344941817
2389,5720239179
2390,7065180996
2391,202863608
2392,907573553
2393,1110437161
2394,92915692
2395,303510729
2396,396426421
2397,967397937
2398,53
2399,2235897
2400,5961708
2401,394761965
2402,4428194678
2403,4822956643
2404,1344941817
2405,5720239179
2406,7065180996
2407,202863608
2408,907573553
2409,1110437161
2410,92915692
2411,303510729
2412,396426421
2413,967397937
2414,53
2415,2235897
2416,5961708
2417,394761965
2418,4428194678
2419,4822956643
2420,1344941817
2421,5720239179
2422,7065180996
2423,202863608
2424,907573553
2425,1110437161
2426,92915692
2427,303510729
2428,396426421
2429,967397937
2430,53
2431,2235897
2432,5961708
2433,394761965
2434,4428194678
2435,4822956643
2436,1344941817
2437,5720239179
2438,7065180996
2439,202863608
2440,907573553
2441,1110437161
2442,92915692
2443,303510729
2444,396426421
2445,967397937
2446,53
2447,2235897
2448,5961708
2449,394761965
2450,4428194678
2451,4822956643
2452,1344941817
2453,5720239179
2454,7065180996
2455,202863608
2456,907573553
2457,1110437161
2458,92915692
2459,303510729
2460,396426421
2461,967397937
2462,53
2463,2235897
2464,5961708
2465,394761965
2466,4428194678
2467,4822956643
2468,1344941817
2469,5720239179
2470,7065180996
2471,202863608
2472,907573553
2473,1110437161
2474,92915692
2475,303510729
2476,396426421
2477,967397937
2478,53
2479,2235897
2480,5961708
2481,394761965
2482,4428194678
2483,4822956643
2484,1344941817
2485,5720239179
2486,7065180996
2487,202863608
2488,907573553
2489,1110437161
2490,92915692
2491,303510729
2492,396426421
2493,967397937
2494,53
2495,2235897
2496,5961708
2497,394761965
2498,4428194678
2499,4822956643
2500,1344941817
2501,5720239179
2502,7065180996
2503,202863608
2504,907573553
2505,1110437161
2506,92915692
2507,303510729
2508,396426421
2509,967397937
2510,53
2511,2235897
2512,5961708
2513,394761965
2514,4428194678
2515,4822956643
2516,1344941817
2517,5720239179
2518,7065180996
2519,202863608
2520,907573553
2521,1110437161
2522,92915692
2523,303510729
2524,396426421
2525,967397937
2526,53
2527,2235897
2528,5961708
2529,394761965
2530,4428194678
2531,4822956643
2532,1344941817
2533,5720239179
2534,7065180996
2535,202863608
2536,907573553
2537,1110437161
2538,92915692
2539,303510729
2540,396426421
2541,967397937
2542,53
2543,2235897
2544,5961708
2545,394761965
2546,4428194678
2547,4822956643
2548,1344941817
2549,5720239179
2550,7065180996
2551,202863608
2552,907573553
2553,1110437161
2554,92915692
2555,303510729
2556,396426421
2557,967397937
2558,53
2559,2235897
2560,5961708
2561,394761965
2562,4428194678
2563,4822956643
2564,1344941817
2565,5720239179
2566,7065180996
2567,202863608
2568,907573553
2569,1110437161
2570,92915692
2571,303510729
2572,396426421
2573,967397937
2574,53
2575,2235897
2576,5961708
2577,394761965
2578,4428194678
2579,4822956643
2580,1344941817
2581,5720239179
2582,7065180996
2583,202863608
2584,907573553
2585,1110437161
2586,92915692
2587,303510729
2588,396426421
2589,967397937
2590,53
2591,2235897
2592,5961708
2593,394761965
2594,4428194678
2595,4822956643
2596,1344941817
2597,5720239179
2598,7065180996
2599,202863608
2600,907573553
2601,1110437161
2602,92915692
2603,303510729
2604,396426421
2605,967397937
2606,53
2607,2235897
2608,5961708
2609,394761965
2610,4428194678
2611,4822956643
2612,1344941817
2613,5720239179
2614,7065180996
2615,202863608
2616,907573553
2617,1110437161
2618,92915692
2619,303510729
2620,396426421
2621,967397937
2622,53
2623,2235897
2624,5961708
2625,394761965
2626,4428194678
2627,4822956643
2628,1344941817
2629,5720239179
2630,7065180996
2631,202863608
2632,907573553
2633,1110437161
2634,92915692
2635,303510729
2636,396426421
2637,967397937
2638,53
2639,2235897
2640,5961708
2641,394761965
2642,4428194678
2643,4822956643
2644,1344941817
2645,5720239179
2646,7065180996
2647,202863608
2648,907573553
2649,1110437161
2650,92915692
2651,303510729
2652,396426421
2653,967397937
2654,53
2655,2235897
2656,5961708
2657,394761965
2658,4428194678
2659,4822956643
2660,1344941817
2661,5720239179
2662,7065180996
2663,202863608
2664,907573553
2665,1110437161
2666,92915692
2667,303510729
2668,396426421
2669,967397937
2670,53
2671,2235897
2672,5961708
2673,394761965
2674,4428194678
2675,4822956643
2676,1344941817
2677,5720239179
2678,7065180996
2679,202863608
2680,907573553
2681,1110437161
2682,92915692
2683,303510729
2684,396426421
2685,967397937
2686,53
2687,2235897
2688,5961708
2689,394761965
2690,4428194678
2691,4822956643
2692,1344941817
2693,5720239179
2694,7065180996
2695,202863608
2696,907573553
2697,1110437161
2698,92915692
2699,303510729
2700,396426421
2701,967397937
2702,53
2703,2235897
2704,5961708
2705,394761965
2706,4428194678
2707,4822956643
2708,1344941817
2709,5720239179
2710,7065180996
2711,202863608
2712,907573553
2713,1110437161
2714,92915692
2715,303510729
2716,396426421
2717,967397937
2718,53
2719,2235897
2720,5961708
2721,394761965
2722,4428194678
2723,4822956643
2724,1344941817
2725,5720239179
2726,7065180996
2727,202863608
2728,907573553
2729,1110437161
2730,92915692
2731,303510729
2732,396426421
2733,967397937
2734,53
2735,2235897
2736,5961708
2737,394761965
2738,4428194678
2739,4822956643
2740,1344941817
2741,5720239179
2742,7065180996
2743,202863608
2744,907573553
2745,1110437161
2746,92915692
2747,303510729
2748,396426421
2749,967397937
2750,53
2751,2235897
2752,5961708
2753,394761965
2754,4428194678
2755,4822956643
2756,1344941817
2757,5720239179
2758,7065180996
2759,202863608
2760,907573553
2761,1110437161
2762,92915692
2763,303510729
2764,396426421
2765,967397937
2766,53
2767,2235897
2768,5961708
2769,394761965
2770,4428194678
2771,4822956643
2772,1344941817
2773,5720239179
2774,7065180996
2775,202863608
2776,907573553
2777,1110437161
2778,92915692
2779,303510729
2780,396426421
2781,967397937
2782,53
2783,2235897
2784,5961708
2785,394761965
2786,4428194678
2787,4822956643
2788,1344941817
2789,5720239179
2790,7065180996
2791,202863608
2792,907573553
2793,1110437161
2794,92915692
2795,303510729
2796,396426421
2797,967397937
2798,53
2799,2235897
2800,5961708
2801,394761965
2802,4428194678
2803,4822956643
2804,1344941817
2805,5720239179
2806,7065180996
2807,202863608
2808,907573553
2809,1110437161
2810,92915692
2811,303510729
2812,396426421
2813,967397937
2814,53
2815,2235897
2816,5961708
2817,394761965
2818,4428194678
2819,4822956643
2820,1344941817
2821,5720239179
2822,7065180996
2823,202863608
2824,907573553
2825,1110437161
2826,92915692
2827,303510729
2828,396426421
2829,967397937
2830,53
2831,2235897
2832,5961708
2833,394761965
2834,4428194678
2835,4822956643
2836,1344941817
2837,5720239179
2838,7065180996
2839,202863608
2840,907573553
2841,1110437161
2842,92915692
2843,303510729
2844,396426421
2845,967397937
2846,53
2847,2235897
2848,5961708
2849,394761965
2850,4428194678
2851,4822956643
2852,1344941817
2853,5720239179
2854,7065180996
2855,202863608
2856,907573553
2857,1110437161
2858,92915692
2859,303510729
2860,396426421
2861,967397937
2862,53
2863,2235897
2864,5961708
2865,394761965
2866,4428194678
2867,4822956643
2868,1344941817
2869,5720239179
2870,7065180996
2871,202863608
2872,907573553
2873,1110437161
2874,92915692
2875,303510729
2876,396426421
2877,967397937
2878,53
2879,2235897
2880,5961708
2881,394761965
2882,4428194678
2883,4822956643
2884,1344941817
2885,5720239179
2886,7065180996
2887,202863608
2888,907573553
2889,1110437161
2890,92915692
2891,303510729
2892,396426421
2893,967397937
2894,53
2895,2235897
2896,5961708
2897,394761965
2898,4428194678
2899,4822956643
2900,1344941817
2901,5720239179
2902,7065180996
2903,202863608
2904,907573553
2905,1110437161
2906,92915692
2907,303510729
2908,396426421
2909,967397937
2910,53
2911,2235897
2912,5961708
2913,394761965
2914,4428194678
2915,4822956643
2916,1344941817
2917,5720239179
2918,7065180996
2919,202863608
2920,907573553
2921,1110437161
2922,92915692
2923,303510729
2924,396426421
2925,967397937
2926,53
2927,2235897
2928,5961708
2929,394761965
2930,4428194678
2931,4822956643
2932,1344941817
2933,5720239179
2934,7065180996
2935,202863608
2936,907573553
2937,1110437161
2938,92915692
2939,303510729
2940,396426421
2941,967397937
2942,53
2943,2235897
2944,5961708
2945,394761965
2946,4428194678
2947,4822956643
2948,1344941817
2949,5720239179
2950,7065180996
2951,202863608
2952,907573553
2953,1110437161
2954,92915692
2955,303510729
2956,396426421
2957,967397937
2958,53
2959,2235897
2960,5961708
2961,394761965
2962,4428194678
2963,4822956643
2964,1344941817
2965,5720239179
2966,7065180996
2967,202863608
2968,907573553
2969,1110437161
2970,92915692
2971,303510729
2972,396426421
2973,967397937
2974,53
2975,2235897
2976,5961708
2977,394761965
2978,4428194678
2979,4822956643
2980,1344941817
2981,5720239179
2982,7065180996
2983,202863608
2984,907573553
2985,1110437161
2986,92915692
2987,303510729
2988,396426421
2989,967397937
2990,53
2991,2235897
2992,5961708
2993,394761965
2994,4428194678
2995,4822956643
2996,1344941817
2997,5720239179
2998,7065180996
2999,202863608
3000,907573553
3001,1110437161
3002,92915692
3003,303510729
3004,396426421
3005,967397937
3006,53
3007,2235897
3008,5961708
3009,394761965
3010,4428194678
3011,4822956643
3012,1344941817
3013,5720239179
3014,7065180996
3015,202863608
3016,907573553
3017,1110437161
3018,92915692
3019,303510729
3020,396426421
3021,967397937
3022,53
3023,2235897
3024,5961708
3025,394761965
3026,4428194678
3027,4822956643
3028,1344941817
3029,5720239179
3030,7065180996
3031,202863608
3032,907573553
3033,1110437161
3034,92915692
3035,303510729
3036,396426421
3037,967397937
3038,53
3039,2235897
3040,5961708
3041,394761965
3042,4428194678
3043,4822956643
3044,1344941817
3045,5720239179
3046,7065180996
3047,202863608
3048,907573553
3049,1110437161
3050,92915692
3051,303510729
3052,396426421
3053,967397937
3054,53
3055,2235897
3056,5961708
3057,394761965
3058,4428194678
3059,4822956643
3060,1344941817
3061,5720239179
3062,7065180996
3063,202863608
3064,907573553
3065,1110437161
3066,92915692
3067,303510729
3068,396426421
3069,967397937
3070,53
3071,2235897
3072,5961708
3073,394761965
3074,4428194678
3075,4822956643
3076,1344941817
3077,5720239179
3078,7065180996
3079,202863608
3080,907573553
3081,1110437161
3082,92915692
3083,303510729
3084,396426421
3085,967397937
3086,53
3087,2235897
3088,5961708
3089,394761965
3090,4428194678
3091,4822956643
3092,1344941817
3093,5720239179
3094,7065180996
3095,202863608
3096,907573553
3097,1110437161
3098,92915692
3099,303510729
3100,396426421
3101,967397937
3102,53
3103,2235897
3104,5961708
3105,394761965
3106,4428194678
3107,4822956643
3108,1344941817
3109,5720239179
3110,7065180996
3111,202863608
3112,907573553
3113,1110437161
3114,92915692
3115,303510729
3116,396426421
3117,967397937
3118,53
3119,2235897
3120,5961708
3121,394761965
3122,4428194678
3123,4822956643
3124,1344941817
3125,5720239179
3126,7065180996
3127,202863608
3128,907573553
3129,1110437161
3130,92915692
3131,303510729
3132,396426421
3133,967397937
3134,53
3135,2235897
3136,5961708
3137,394761965
3138,4428194678
3139,4822956643
3140,1344941817
3141,5720239179
3142,7065180996
3143,202863608
3144,907573553
3145,1110437161
3146,92915692
3147,303510729
3148,396426421
3149,967397937
3150,53
3151,2235897
3152,5961708
3153,394761965
3154,4428194678
3155,4822956643
3156,1344941817
3157,5720239179
3158,7065180996
3159,202863608
3160,907573553
3161,1110437161
3162,92915692
3163,303510729
3164,396426421
3165,967397937
3166,53
3167,2235897
3168,5961708
3169,394761965
3170,4428194678
3171,4822956643
3172,1344941817
3173,5720239179
3174,7065180996
3175,202863608
3176,907573553
3177,1110437161
3178,92915692
3179,303510729
3180,396426421
3181,967397937
3182,53
3183,2235897
3184,5961708
3185,394761965
3186,4428194678
3187,4822956643
3188,1344941817
3189,5720239179
3190,7065180996
3191,202863608
3192,907573553
3193,1110437161
3194,92915692
3195,303510729
3196,396426421
3197,967397937
3198,53
3199,2235897
3200,5961708
3201,394761965
3202,4428194678
3203,4822956643
3204,1344941817
3205,5720239179
3206,7065180996
3207,202863608
3208,907573553
3209,1110437161
3210,92915692
3211,303510729
3212,396426421
3213,967397937
3214,53
3215,2235897
3216,5961708
3217,394761965
3218,4428194678
3219,4822956643
3220,1344941817
3221,5720239179
3222,7065180996
3223,202863608
3224,907573553
3225,1110437161
3226,92915692
3227,303510729
3228,396426421
3229,967397937
3230,53
3231,2235897
3232,5961708
3233,394761965
3234,4428194678
3235,4822956643
3236,1344941817
3237,5720239179
3238,7065180996
3239,202863608
3240,907573553
3241,1110437161
3242,92915692
3243,303510729
3244,396426421
3245,967397937
3246,53
3247,2235897
3248,5961708
3249,394761965
3250,4428194678
3251,4822956643
3252,1344941817
3253,5720239179
3254,7065180996
3255,202863608
3256,907573553
3257,1110437161
3258,92915692
3259,303510729
3260,396426421
3261,967397937
3262,53
3263,2235897
3264,5961708
3265,394761965
3266,4428194678
3267,4822956643
3268,1344941817
3269,5720239179
3270,7065180996
3271,202863608
3272,907573553
3273,1110437161
3274,92915692
3275,303510729
3276,396426421
3277,967397937
3278,53
3279,2235897
3280,5961708
3281,394761965
3282,4428194678
3283,4822956643
3284,1344941817
3285,5720239179
3286,7065180996
3287,202863608
3288,907573553
3289,1110437161
3290,92915692
3291,303510729
3292,396426421
3293,967397937
3294,53
3295,2235897
3296,5961708
3297,394761965
3298,4428194678
3299,4822956643
3300,1344941817
3301,5720239179
3302,7065180996
3303,202863608
3304,907573553
3305,1110437161
3306,92915692
3307,303510729
3308,396426421
3309,967397937
3310,53
3311,2235897
3312,5961708
3313,394761965
3314,4428194678
3315,4822956643
3316,1344941817
3317,5720239179
3318,7065180996
3319,202863608
3320,907573553
3321,1110437161
3322,92915692
3323,303510729
3324,396426421
3325,967397937
3326,53
3327,2235897
3328,5961708
3329,394761965
3330,4428194678
3331,4822956643
3332,1344941817
3333,5720239179
3334,7065180996
3335,202863608
3336,907573553
3337,1110437161
3338,92915692
3339,303510729
3340,396426421
3341,967397937
3342,53
3343,2235897
3344,5961708
3345,394761965
3346,4428194678
3347,4822956643
3348,1344941817
3349,5720239179
3350,7065180996
3351,202863608
3352,907573553
3353,1110437161
3354,92915692
3355,303510729
3356,396426421
3357,967397937
3358,53
3359,2235897
3360,5961708
3361,394761965
3362,4428194678
3363,4822956643
3364,1344941817
3365,5720239179
3366,7065180996
3367,202863608
3368,907573553
3369,1110437161
3370,92915692
3371,303510729
3372,396426421
3373,967397937
3374,53
3375,2235897
3376,5961708
3377,394761965
3378,4428194678
3379,4822956643
3380,1344941817
3381,5720239179
3382,7065180996
3383,202863608
3384,907573553
3385,1110437161
3386,92915692
3387,303510729
3388,396426421
3389,967397937
3390,53
3391,2235897
3392,5961708
3393,394761965
3394,4428194678
3395,4822956643
3396,1344941817
3397,5720239179
3398,7065180996
3399,202863608
3400,907573553
3401,1110437161
3402,92915692
3403,303510729
3404,396426421
3405,967397937
3406,53
3407,2235897
3408,5961708
3409,394761965
3410,4428194678
3411,4822956643
3412,1344941817
3413,5720239179
3414,7065180996
3415,202863608
3416,907573553
3417,1110437161
3418,92915692
3419,303510729
3420,396426421
3421,967397937
3422,53
3423,2235897
3424,5961708
3425,394761965
3426,4428194678
3427,4822956643
3428,1344941817
3429,5720239179
3430,7065180996
3431,202863608
3432,907573553
3433,1110437161
3434,92915692
3435,303510729
3436,396426421
3437,967397937
3438,53
3439,2235897
3440,5961708
3441,394761965
3442,4428194678
3443,4822956643
3444,1344941817
3445,5720239179
3446,7065180996
3447,202863608
3448,907573553
3449,1110437161
3450,92915692
3451,303510729
3452,396426421
3453,967397937
3454,53
3455,2235897
3456,5961708
3457,394761965
3458,4428194678
3459,4822956643
3460,1344941817
3461,5720239179
3462,7065180996
3463,202863608
3464,907573553
3465,1110437161
3466,92915692
3467,303510729
3468,396426421
3469,967397937
3470,53
3471,2235897
3472,5961708
3473,394761965
3474,4428194678
3475,4822956643
3476,1344941817
3477,5720239179
3478,7065180996
3479,202863608
3480,907573553
3481,1110437161
3482,92915692
3483,303510729
3484,396426421
3485,967397937
3486,53
3487,2235897
3488,5961708
3489,394761965
3490,4428194678
3491,4822956643
3492,1344941817
3493,5720239179
3494,7065180996
3495,202863608
3496,907573553
3497,1110437161
3498,92915692
3499,303510729
3500,396426421
3501,967397937
3502,53
3503,2235897
3504,5961708
3505,394761965
3506,4428194678
3507,4822956643
3508,1344941817
3509,5720239179
3510,7065180996
3511,202863608
3512,907573553
3513,1110437161
3514,92915692
3515,303510729
3516,396426421
3517,967397937
3518,53
3519,2235897
3520,5961708
3521,394761965
3522,4428194678
3523,4822956643
3524,1344941817
3525,5720239179
3526,7065180996
3527,202863608
3528,907573553
3529,1110437161
3530,92915692
3531,303510729
3532,396426421
3533,967397937
3534,53
3535,2235897
3536,5961708
3537,394761965
3538,4428194678
3539,4822956643
3540,1344941817
3541,5720239179
3542,7065180996
3543,202863608
3544,907573553
3545,1110437161
3546,92915692
3547,303510729
3548,396426421
3549,967397937
3550,53
3551,2235897
3552,5961708
3553,394761965
3554,4428194678
3555,4822956643
3556,1344941817
3557,5720239179
3558,7065180996
3559,202863608
3560,907573553
3561,1110437161
3562,92915692
3563,303510729
3564,396426421
3565,967397937
3566,53
3567,2235897
3568,5961708
3569,394761965
3570,4428194678
3571,4822956643
3572,1344941817
3573,5720239179
3574,7065180996
3575,202863608
3576,907573553
3577,1110437161
3578,92915692
3579,303510729
3580,396426421
3581,967397937
3582,53
3583,2235897
3584,5961708
3585,394761965
3586,4428194678
3587,4822956643
3588,1344941817
3589,5720239179
3590,7065180996
3591,202863608
3592,907573553
3593,1110437161
3594,92915692
3595,303510729
3596,396426421
3597,967397937
3598,53
3599,2235897
3600,5961708
3601,394761965
3602,4428194678
3603,4822956643
3604,1344941817
3605,5720239179
3606,7065180996
3607,202863608
3608,907573553
3609,1110437161
3610,92915692
3611,303510729
3612,396426421
3613,967397937
3614,53
3615,2235897
3616,5961708
3617,394761965
3618,4428194678
3619,4822956643
3620,1344941817
3621,5720239179
3622,7065180996
3623,202863608
3624,907573553
3625,1110437161
3626,92915692
3627,303510729
3628,396426421
3629,967397937
3630,53
3631,2235897
3632,5961708
3633,394761965
3634,4428194678
3635,4822956643
3636,1344941817
3637,5720239179
3638,7065180996
3639,202863608
3640,907573553
3641,1110437161
3642,92915692
3643,303510729
3644,396426421
3645,967397937
3646,53
3647,2235897
3648,5961708
3649,394761965
3650,4428194678
3651,4822956643
3652,1344941817
3653,5720239179
3654,7065180996
3655,202863608
3656,907573553
3657,1110437161
3658,92915692
3659,303510729
3660,396426421
3661,967397937
3662,53
3663,2235897
3664,5961708
3665,394761965
3666,4428194678
3667,4822956643
3668,1344941817
3669,5720239179
3670,7065180996
3671,202863608
3672,907573553
3673,1110437161
3674,92915692
3675,303510729
3676,396426421
3677,967397937
3678,53
3679,2235897
3680,5961708
3681,394761965
3682,4428194678
3683,4822956643
3684,1344941817
3685,5720239179
3686,7065180996
3687,202863608
3688,907573553
3689,1110437161
3690,92915692
3691,303510729
3692,396426421
3693,967397937
3694,53
3695,2235897
3696,5961708
3697,394761965
3698,4428194678
3699,4822956643
3700,1344941817
3701,5720239179
3702,7065180996
3703,202863608
3704,907573553
3705,1110437161
3706,92915692
3707,303510729
3708,396426421
3709,967397937
3710,53
3711,2235897
3712,5961708
3713,394761965
3714,4428194678
3715,4822956643
3716,1344941817
3717,5720239179
3718,7065180996
3719,202863608
3720,907573553
3721,1110437161
3722,92915692
3723,303510729
3724,396426421
3725,967397937
3726,53
3727,2235897
3728,5961708
3729,394761965
3730,4428194678
3731,4822956643
3732,1344941817
3733,5720239179
3734,7065180996
3735,202863608
3736,907573553
3737,1110437161
3738,92915692
3739,303510729
3740,396426421
3741,967397937
3742,53
3743,2235897
3744,5961708
3745,394761965
3746,4428194678
3747,4822956643
3748,1344941817
3749,5720239179
3750,7065180996
3751,202863608
3752,907573553
3753,1110437161
3754,92915692
3755,303510729
3756,396426421
3757,967397937
3758,53
3759,2235897
3760,5961708
3761,394761965
3762,4428194678
3763,4822956643
3764,1344941817
3765,5720239179
3766,7065180996
3767,202863608
3768,907573553
3769,1110437161
3770,92915692
3771,303510729
3772,396426421
3773,967397937
3774,53
3775,2235897
3776,5961708
3777,394761965
3778,4428194678
3779,4822956643
3780,1344941817
3781,5720239179
3782,7065180996
3783,202863608
3784,907573553
3785,1110437161
3786,92915692
3787,303510729
3788,396426421
3789,967397937
3790,53
3791,2235897
3792,5961708
3793,394761965
3794,4428194678
3795,4822956643
3796,1344941817
3797,5720239179
3798,7065180996
3799,202863608
3800,907573553
3801,1110437161
3802,92915692
3803,303510729
3804,396426421
3805,967397937
3806,53
3807,2235897
3808,5961708
3809,394761965
3810,4428194678
3811,4822956643
3812,1344941817
3813,5720239179
3814,7065180996
3815,202863608
3816,907573553
3817,1110437161
3818,92915692
3819,303510729
3820,396426421
3821,967397937
3822,53
3823,2235897
3824,5961708
3825,394761965
3826,4428194678
3827,4822956643
3828,1344941817
3829,5720239179
3830,7065180996
3831,202863608
3832,907573553
3833,1110437161
3834,92915692
3835,303510729
3836,396426421
3837,967397937
3838,53
3839,2235897
3840,5961708
3841,394761965
3842,4428194678
3843,4822956643
3844,1344941817
3845,5720239179
3846,7065180996
3847,202863608
3848,907573553
3849,1110437161
3850,92915692
3851,303510729
3852,396426421
3853,967397937
3854,53
3855,2235897
3856,5961708
3857,394761965
3858,4428194678
3859,4822956643
3860,1344941817
3861,5720239179
3862,7065180996
3863,202863608
3864,907573553
3865,1110437161
3866,92915692
3867,303510729
3868,396426421
3869,967397937
3870,53
3871,2235897
3872,5961708
3873,394761965
3874,4428194678
3875,4822956643
3876,1344941817
3877,5720239179
3878,7065180996
3879,202863608
3880,907573553
3881,1110437161
3882,92915692
3883,303510729
3884,396426421
3885,967397937
3886,53
3887,2235897
3888,5961708
3889,394761965
3890,4428194678
3891,4822956643
3892,1344941817
3893,5720239179
3894,7065180996
3895,202863608
3896,907573553
3897,1110437161
3898,92915692
3899,303510729
3900,396426421
3901,967397937
3902,53
3903,2235897
3904,5961708
3905,394761965
3906,4428194678
3907,4822956643
3908,1344941817
3909,5720239179
3910,7065180996
3911,202863608
3912,907573553
3913,1110437161
3914,92915692
3915,303510729
3916,396426421
3917,967397937
3918,53
3919,2235897
3920,5961708
3921,394761965
3922,4428194678
3923,4822956643
3924,1344941817
3925,5720239179
3926,7065180996
3927,202863608
3928,907573553
3929,1110437161
3930,92915692
3931,303510729
3932,396426421
3933,967397937
3934,53
3935,2235897
3936,5961708
3937,394761965
3938,4428194678
3939,4822956643
3940,1344941817
3941,5720239179
3942,7065180996
3943,202863608
3944,907573553
3945,1110437161
3946,92915692
3947,303510729
3948,396426421
3949,967397937
3950,53
3951,2235897
3952,5961708
3953,394761965
3954,4428194678
3955,4822956643
3956,1344941817
3957,5720239179
3958,7065180996
3959,202863608
3960,907573553
3961,1110437161
3962,92915692
3963,303510729
3964,396426421
3965,967397937
3966,53
3967,2235897
3968,5961708
3969,394761965
3970,4428194678
3971,4822956643
3972,1344941817
3973,5720239179
3974,7065180996
3975,202863608
3976,907573553
3977,1110437161
3978,92915692
3979,303510729
3980,396426421
3981,967397937
3982,53
3983,2235897
3984,5961708
3985,394761965
3986,4428194678
3987,4822956643
3988,1344941817
3989,5720239179
3990,7065180996
3991,202863608
3992,907573553
3993,1110437161
3994,92915692
